At. num | Sp. Name      | Ion Charge | El. Name     | Isoel. Seq. | Ground Shells (a)    | Ground Level       | Ionized Level                      |      Ionization Energy (b) (eV)       | References
     66 | Dy XX         |        +19 | Dysprosium   | Ag          | [Kr].4d10.4f         | 2F*<5/2>           | 4d10 1S<0>                         |          (465.0(25))                  |            L582c99
     66 | Dy XXI        |        +20 | Dysprosium   | Pd          | [Kr].4d10            | 1S0                | 4d9 2D<5/2>                        |          (664(4))                     |           L8672c99
     66 | Dy XXII       |        +21 | Dysprosium   | Rh          | [Kr].4d9             | 2D<5/2>            | 4d8 3F<4>                          |          (702(4))                     |           L8672c99
     66 | Dy XXIII      |        +22 | Dysprosium   | Ru          | [Kr].4d8             | 3F<4>              | 4d7 4F<9/2>                        |          (743(4))                     |           L8672c99
     66 | Dy XXIV       |        +23 | Dysprosium   | Tc          | [Kr].4d7             | 4F<9/2>            | 4d6 5D<4>                          |          (786(4))                     |           L8672c99
     66 | Dy XXV        |        +24 | Dysprosium   | Mo          | [Kr].4d6             | 5D<4>              | 4d5 6S<5/2>                        |          (827(4))                     |           L8672c99
     66 | Dy XXVI       |        +25 | Dysprosium   | Nb          | [Kr].4d5             | 6S<5/2>            | 4d4 5D<0>                          |          (872(4))                     |           L8672c99
     66 | Dy XXVII      |        +26 | Dysprosium   | Zr          | [Kr].4d4             | 5D0                | 4d3 4F<3/2>                        |          (924(4))                     |           L8672c99
     66 | Dy XXVIII     |        +27 | Dysprosium   | Y           | [Kr].4d3             | 4F<3/2>            | 4d2 3F<2>                          |          (969(4))                     |           L8672c99
     66 | Dy XXIX       |        +28 | Dysprosium   | Sr          | [Kr].4d2             | 3F<2>              | 4d 2D<3/2>                         |         (1014(4))                     |           L8672c99
     66 | Dy XXX        |        +29 | Dysprosium   | Rb          | [Kr].4d              | 2D<3/2>            | 4p6 1S<0>                          |         (1059(4))                     |           L8672c99
     66 | Dy XXXI       |        +30 | Dysprosium   | Kr          | [Ar].3d10.4s2.4p6    | 1S0                | 4p5 2P*<3/2>                       |         (1232(4))                     |           L8672c99
     66 | Dy XXXII      |        +31 | Dysprosium   | Br          | [Ar].3d10.4s2.4p5    | 2P*<3/2>           | 4p4 3P<2>                          |         (1275(4))                     |           L8672c99
     66 | Dy XXXIII     |        +32 | Dysprosium   | Se          | [Ar].3d10.4s2.4p4    | 3P<2>              | 4p3 4S*<3/2>                       |         (1325(4))                     |           L8672c99
     66 | Dy XXXIV      |        +33 | Dysprosium   | As          | [Ar].3d10.4s2.4p3    | 4S*<3/2>           | 4p2 3P<0>                          |         (1371(5))                     |           L8672c99
     66 | Dy XXXV       |        +34 | Dysprosium   | Ge          | [Ar].3d10.4s2.4p2    | 3P0                | 4p 2P*<1/2>                        |         (1468(5))                     |           L8672c99
     66 | Dy XXXVI      |        +35 | Dysprosium   | Ga          | [Ar].3d10.4s2.4p     | 2P*<1/2>           | 4s2 1S<0>                          |         (1520(5))                     |           L8672c99
     66 | Dy XXXVII     |        +36 | Dysprosium   | Zn          | [Ar].3d10.4s2        | 1S0                | 4s 2S<1/2>                         |         (1638(5))                     |           L8672c99
     66 | Dy XXXVIII    |        +37 | Dysprosium   | Cu          | [Ar].3d10.4s         | 2S<1/2>            | 3d10 1S<0>                         |         [1691.74(30)]                 |              L5473
     66 | Dy XXXIX      |        +38 | Dysprosium   | Ni          | [Ar].3d10            | 1S0                | 3d9 2D<5/2>                        |         (2882(4))                     |           L8672c99
     66 | Dy XL         |        +39 | Dysprosium   | Co          | [Ar].3d9             | 2D<5/2>            | 3d8 3F<4>                          |         (2987(4))                     |           L8672c99
     66 | Dy XLI        |        +40 | Dysprosium   | Fe          | [Ar].3d8             | 3F<4>              | 3d7 4F<9/2>                        |         (3098(4))                     |           L8672c99
     66 | Dy XLII       |        +41 | Dysprosium   | Mn          | [Ar].3d7             | 4F<9/2>            | 3d6 <4>                            |         (3217(4))                     |           L8672c99
     66 | Dy XLIII      |        +42 | Dysprosium   | Cr          | [Ar].3d6             | <4>                | 3d5 <5/2>                          |         (3331(4))                     |           L8672c99
     66 | Dy XLIV       |        +43 | Dysprosium   | V           | [Ar].3d5             | <5/2>              | 3d4 5D<0>                          |         (3445(4))                     |           L8672c99
     66 | Dy XLV        |        +44 | Dysprosium   | Ti          | [Ar].3d4             | 5D0                | 3d3 4F<3/2>                        |         (3607(4))                     |           L8672c99
     66 | Dy XLVI       |        +45 | Dysprosium   | Sc          | [Ar].3d3             | 4F<3/2>            | 3d2 3F<2>                          |         (3725(4))                     |           L8672c99
     66 | Dy XLVII      |        +46 | Dysprosium   | Ca          | [Ar].3d2             | 3F<2>              | 3d 2D<3/2>                         |         (3852(4))                     |           L8672c99
     66 | Dy XLVIII     |        +47 | Dysprosium   | K           | [Ar].3d              | 2D<3/2>            | 3p6 1S<0>                          |         (3970(4))                     |           L8672c99
     66 | Dy XLIX       |        +48 | Dysprosium   | Ar          | [Ne].3s2.3p6         | 1S0                | 3p5 2P*<3/2>                       |         (4303(4))                     |           L8672c99
     66 | Dy L          |        +49 | Dysprosium   | Cl          | [Ne].3s2.3p5         | 2P*<3/2>           | 3p4 3P<2>                          |         (4407(4))                     |           L8672c99
     66 | Dy LI         |        +50 | Dysprosium   | S           | [Ne].3s2.3p4         | 3P<2>              | 3p3 2P*<3/2>                       |         (4523(4))                     |           L8672c99
     66 | Dy LII        |        +51 | Dysprosium   | P           | [Ne].3s2.3p3         | 2P*<3/2>           | 3p2 3P<0>                          |         (4629(4))                     |           L8672c99
     66 | Dy LIII       |        +52 | Dysprosium   | Si          | [Ne].3s2.3p2         | 3P0                | 3p 2P*<1/2>                        |         (4945(4))                     |           L8672c99
     66 | Dy LIV        |        +53 | Dysprosium   | Al          | [Ne].3s2.3p          | 2P*<1/2>           | 3s2 1S<0>                          |         (5066(5))                     |           L8672c99
     66 | Dy LV         |        +54 | Dysprosium   | Mg          | [Ne].3s2             | 1S0                | 3s 2S<1/2>                         |         (5296(5))                     |           L8672c99
     66 | Dy LVI        |        +55 | Dysprosium   | Na          | [Ne].3s              | 2S<1/2>            | 2p6 1S<0>                          |         (5412(5))                     |           L8672c99
     66 | Dy LVII       |        +56 | Dysprosium   | Ne          | 1s2.2s2.2p6          | 1S0                | 2p5 2P*<3/2>                       |        (12081(5))                     |           L8672c99
     66 | Dy LVIII      |        +57 | Dysprosium   | F           | 1s2.2s2.2p5          | 2P*<3/2>           | 2p4 3P<2>                          |        (12370(6))                     |           L8672c99
     66 | Dy LIX        |        +58 | Dysprosium   | O           | 1s2.2s2.2p4          | 3P<2>              | 2p2<1/2>.2p<3/2> (0,3/2)*<3/2>     |        (12690(6))                     |           L8672c99
     66 | Dy LX         |        +59 | Dysprosium   | N           | 1s2.2s2.2p3          | (0,3/2)*<3/2>      | 2p2 3P<0>                          |        (12986(7))                     |           L8672c99
